County Name,State,Metro Code,OMB County Status,Total Population (civilian non-institutionalized),Total Population (Margin of Error),Disability Population (civilian non-institutionalized),Disability Population (Margin of Error),Percent with a Disability,Gender- Male Disability Rate- Percentage of males reporting a disability,Gender- Female Disability Rate- Percentage of females reporting a disability,Vision- Percentage of individuals reporting a vision difficulty,Hearing- Percentage of individuals reporting a hearing disability,Cognitive- Percentage of individuals reporting a cognitive disability,Mobility- Percentage of individuals reporting a mobility disability,Self Care- Percentage of individuals reporting a self care disability,Independent Living- Percent of individuals reporting a independent living disability,Disability Employment Rate- Percentage of individuals with a reported disability employed in the labor force,Disability Unemployment Rates- Percentage of individuals with a reported disability unemployed in the labor force,Out of the Labor Force Disability Rate- Percentage of individuals with a reported disability not in the labor force,Veteran Disability Rate- Percentage of veterans reporting a disability,Disability Poverty Rate- Percentage of individuals reporting a disability in poverty
Jackson,North Carolina,2,Micropolitan,40485,120,5505,528,13.6,13.2,13.9,2.6,3.5,5.3,8,2.2,4.9,27.7,3.6,68.7,34.7,22
Johnston,North Carolina,1,Metropolitan,176726,258,23669,1292,13.4,13.4,13.4,2,2.9,5.2,8.2,2.9,6.9,31.5,6.4,62.1,25.8,20.6
Jones,North Carolina,1,Metropolitan,10063,50,2504,250,24.9,26.9,23,6.5,5.8,11.8,15,6.5,12.5,32.9,6.5,60.6,38.8,19.2
Lee,North Carolina,2,Micropolitan,58185,206,8445,661,14.5,14.4,14.6,2.7,3.5,5.3,8.2,2.9,6,37.3,8.1,54.5,25.9,21.9
Lenoir,North Carolina,2,Micropolitan,57788,321,13247,891,22.9,22.8,23,4.6,5.8,10.7,13.7,5.3,10.7,34.3,9.8,55.9,39.4,25.3
Lincoln,North Carolina,1,Metropolitan,79010,140,11838,737,15,15.4,14.6,2.8,4.3,6.1,8.4,3,6.4,33.2,6.3,60.5,28.9,23.2
McDowell,North Carolina,2,Micropolitan,44019,192,9542,729,21.7,19,24.3,6.2,6.7,9.4,14.2,6.6,11.5,17.5,9.8,72.8,34,28.6
Macon,North Carolina,3,Non core,33691,125,5748,414,17.1,18.1,16.1,3.2,5.9,6.4,10.1,3.8,6.9,25.1,4.9,70.1,29.7,23.6
Madison,North Carolina,1,Metropolitan,20794,98,3219,431,15.5,14.1,16.9,2.4,4.2,7.2,8.7,4,8.1,22.4,4.1,73.4,24.6,29.5
Martin,North Carolina,3,Non core,23591,67,4443,336,18.8,18.2,19.4,4.2,4.4,6.6,12.6,4.7,8.2,24.3,9.6,66,34.7,30.2
Mecklenburg,North Carolina,1,Metropolitan,984628,471,88016,2073,8.9,8.3,9.5,1.7,2.2,3.7,4.9,1.9,4.2,38.7,9.4,52,21.1,23.7
Mitchell,North Carolina,3,Non core,15203,115,3213,289,21.1,21.8,20.5,3.8,8,6.8,13.1,4.6,8.4,24.1,6.3,69.7,41.9,24.3
Montgomery,North Carolina,3,Non core,26764,373,4231,376,15.8,15.1,16.4,3.6,4.4,5.6,10.9,4.8,8.5,21.8,4.4,73.8,38.3,31.9
Moore,North Carolina,2,Micropolitan,89364,340,12911,863,14.4,14.7,14.2,2.2,4.9,5,8.5,3.6,6.8,32,4.8,63.2,24.7,22.7
Nash,North Carolina,1,Metropolitan,93222,388,14877,952,16,15.7,16.2,2.3,4.1,5.7,10.2,3.6,7.7,28,7.7,64.4,30.1,27.6
New Hanover,North Carolina,1,Metropolitan,210576,318,26894,1105,12.8,12.6,12.9,2.1,3.6,5.2,7.1,2.4,5.3,33.4,9.2,57.3,27.8,23.6
Northampton,North Carolina,2,Micropolitan,20251,201,4676,394,23.1,21.9,24.1,5.8,5.5,7.4,14.8,4.8,10.1,26.7,6.4,66.9,38.5,35.8
Onslow,North Carolina,1,Metropolitan,153031,1102,23820,1212,15.6,17.6,13.8,3.5,4.8,7.3,7.5,3,6.1,47.4,8.1,44.5,28.1,19.1
Orange,North Carolina,1,Metropolitan,137930,208,11448,676,8.3,8,8.6,1.4,1.7,3.6,4.1,1.5,3.3,47.1,6.7,46.2,23.4,17.2
Pamlico,North Carolina,1,Metropolitan,12349,187,2621,224,21.2,22.5,19.9,4.5,7.4,6.5,12.8,3.3,7.9,34.8,2.5,62.7,39.2,15.6
Pasquotank,North Carolina,2,Micropolitan,38645,207,6059,599,15.7,17.4,14.1,3,3.7,5.5,8.5,2.6,7,41.5,8.2,50.3,27.8,23.4
Pender,North Carolina,1,Metropolitan,53499,811,9378,635,17.5,17.8,17.3,3,5.3,6.5,10.4,4,7.8,38.9,7.9,53.2,33.3,26.1
Perquimans,North Carolina,2,Micropolitan,13381,95,2486,264,18.6,19.2,18.1,2.6,5.3,4.6,11.7,3,7.1,20.5,8.8,70.7,32.1,21.6
Person,North Carolina,1,Metropolitan,38833,187,7142,625,18.4,20.3,16.6,3.9,5.1,7,10.6,3.8,8.6,33.9,10,56.1,35.3,24.6
Pitt,North Carolina,1,Metropolitan,172537,259,20803,1177,12.1,12.1,12,2.2,2.8,5.2,7.2,2.8,5.5,29.8,9.2,61,23.7,28.1
Polk,North Carolina,3,Non core,20057,46,3233,307,16.1,15.9,16.3,2.5,6.2,5.6,8.6,3,7.2,21.8,8.2,70,32.2,17.4
Randolph,North Carolina,1,Metropolitan,141201,184,19285,897,13.7,13.5,13.8,2.3,3.7,5.6,8.3,3,6.8,27.2,5.7,67.1,27.4,22.3
Richmond,North Carolina,2,Micropolitan,44736,414,8539,652,19.1,20.3,18,3.6,5.4,8,11.2,4.6,9.4,19.2,6.5,74.3,40.6,25.8
Robeson,North Carolina,2,Micropolitan,132645,396,23056,731,17.4,17.2,17.5,3.5,3.7,7.6,12.3,4.4,10.1,17.9,6.5,75.6,33.7,32.3
Rockingham,North Carolina,1,Metropolitan,91303,234,16154,829,17.7,17.2,18.1,3.2,4.5,7.2,10.7,4.2,8.5,25.9,5.8,68.3,27.4,26.4
Rowan,North Carolina,1,Metropolitan,135832,271,21999,1009,16.2,15.4,17,3,4.6,6.6,10,4,8.3,24.9,7.8,67.3,27.6,24
Rutherford,North Carolina,2,Micropolitan,65969,197,14132,883,21.4,21.4,21.5,4.3,6.5,9,12.5,5,8.6,21.6,4.9,73.5,37.6,29.3
Sampson,North Carolina,3,Non core,63251,147,11962,809,18.9,18.9,18.9,3.4,4.8,8.7,11.6,4.3,9.3,25.8,7.9,66.3,37.3,32.4
Scotland,North Carolina,2,Micropolitan,34137,204,6897,428,20.2,20.7,19.8,4.3,5.4,9,13.1,6,10.2,18.9,7.7,73.4,28.9,36.2
Stanly,North Carolina,2,Micropolitan,59190,174,9883,622,16.7,17.7,15.7,2.3,4.6,7.4,9.7,4,7.7,25.4,12,62.6,30.3,28.3
Stokes,North Carolina,1,Metropolitan,46221,117,7037,562,15.2,15.3,15.1,3,4.2,6,8.8,3.3,7.3,26.8,11.6,61.6,27.4,25.3
Surry,North Carolina,2,Micropolitan,72423,134,13391,630,18.5,19.3,17.7,4.4,5.3,6.9,11.3,4.2,8.6,28,4.1,68,37.3,26.5
Swain,North Carolina,3,Non core,13974,119,2292,311,16.4,15.7,17.1,3.1,5.5,5.9,9.8,2.9,7.3,24.6,11.7,63.6,30.9,28.5
Transylvania,North Carolina,2,Micropolitan,32447,172,5216,507,16.1,15.2,16.9,3.1,5.2,5.4,9.7,3.7,7.1,28.4,4.9,66.7,29,17.5
Tyrrell,North Carolina,2,Micropolitan,3567,179,705,150,19.8,19.8,19.7,4.1,7.7,6,10.1,3.9,10.3,34.9,7.3,57.8,35.4,31.6
Union,North Carolina,1,Metropolitan,212475,192,19498,868,9.2,9,9.3,1.7,2.7,3.7,4.9,2,4.5,41.8,5.8,52.4,22.3,14.9
Vance,North Carolina,2,Micropolitan,44375,126,10183,663,22.9,22,23.8,8.9,4.8,7.9,12.4,5.1,9.6,32.9,3.1,64,35.2,26.6
Wake,North Carolina,1,Metropolitan,967390,964,76501,1896,7.9,7.5,8.3,1.4,2,3.3,4.1,1.7,3.6,41.1,7.3,51.6,18.8,18.2
Warren,North Carolina,3,Non core,19452,184,4657,370,23.9,23.8,24.1,9,4.5,7.1,13.1,5.7,9.5,34.7,5.7,59.6,44.1,29.7
Washington,North Carolina,3,Non core,12530,100,2919,368,23.3,20.6,25.6,4.7,5.7,8.5,14.5,7.7,13.3,20.6,7.9,71.5,41.9,27.7
Watauga,North Carolina,2,Micropolitan,51957,135,5431,457,10.5,10.5,10.5,1.8,2.8,4.3,5.7,2.7,4.6,30.9,6.1,63,28,30.7
Wayne,North Carolina,1,Metropolitan,119784,536,19726,961,16.5,16.1,16.8,2.9,3.9,6.8,9.6,3.5,7.6,29.1,6.4,64.4,26.3,25.1
Wilkes,North Carolina,2,Micropolitan,68086,221,12605,741,18.5,17.8,19.2,3.2,5.7,7.1,12,4.8,9.5,21.5,5.7,72.7,33.1,27.7
Wilson,North Carolina,2,Micropolitan,80444,240,11778,720,14.6,15.1,14.3,2.1,3.2,5.5,9.2,3.4,7.4,29.5,5.8,64.7,29.3,25.4
Yadkin,North Carolina,1,Metropolitan,37705,124,6385,528,16.9,16.5,17.4,3.9,4.5,6.1,9.8,3.6,7.7,24.1,5,71,34.8,21.9
Yancey,North Carolina,3,Non core,17426,117,3394,392,19.5,19,19.9,3.9,6,7.5,11.7,4.3,10.1,22.1,3.9,73.9,33.7,29
Adams,North Dakota,3,Non core,2291,57,293,55,12.8,15.2,10.2,1.7,4.1,3.4,6.8,3,4.3,50.5,0,49.5,20.3,6.2
Barnes,North Dakota,3,Non core,10904,102,1369,181,12.6,13.7,11.4,2.5,5.6,4.9,5.5,2.1,5.2,53,1.1,46,21.1,19.3
Benson,North Dakota,3,Non core,6779,18,605,62,8.9,10.4,7.4,2.4,3.8,2.7,5.2,1.2,2.7,36.8,5.6,57.6,30.6,32.1
Billings,North Dakota,3,Non core,969,112,66,23,6.8,8.2,4.7,1.3,3.9,1.9,2,0.2,0.6,25.9,3.7,70.4,11.1,16.7
Bottineau,North Dakota,3,Non core,6465,72,802,97,12.4,11.5,13.4,2.2,4.3,3.5,7.2,2,4.5,35,3.2,61.8,21.3,19
Bowman,North Dakota,3,Non core,3156,55,358,66,11.3,11.8,10.9,1.9,4.1,3.3,6.7,2.5,5.1,52.7,0,47.3,27.8,18.2
Burke,North Dakota,3,Non core,2207,2,214,34,9.7,10.3,9,1.5,4,1.8,4.7,0.8,1.8,30.6,12.5,56.9,25.4,14.5
Burleigh,North Dakota,1,Metropolitan,86343,214,8706,569,10.1,10.6,9.6,1.6,3.3,4,5.3,1.7,4.4,53.2,4,42.8,23.4,16.3
Cass,North Dakota,1,Metropolitan,161338,204,15164,728,9.4,9.2,9.6,1.7,3.2,3.5,4.4,1.5,3.3,57.3,3.5,39.2,25.4,19.9
Cavalier,North Dakota,3,Non core,3794,84,439,68,11.6,10,13.2,1.4,5.5,2.6,6.2,2,4.9,62.8,0,37.2,25.1,13
Dickey,North Dakota,3,Non core,5049,66,490,78,9.7,8.8,10.7,2.1,5,2.6,5.1,1.5,3,53.3,3.3,43.3,21.8,15.9
Divide,North Dakota,3,Non core,2257,61,363,76,16.1,18.5,13.5,1.7,7.4,3.1,7.1,0.8,2.7,65.1,0,34.9,24,10.5
Dunn,North Dakota,3,Non core,4143,43,521,88,12.6,13.6,11.4,1.4,4.1,3.9,7.1,1.7,3.9,43.7,0.6,55.7,30.1,19.4
Eddy,North Dakota,3,Non core,2296,28,263,58,11.5,13,10.1,1.4,6.1,2.8,5.9,0.7,3.4,60.4,1,38.6,36.8,15.1
Emmons,North Dakota,3,Non core,3408,75,535,61,15.7,18,13.3,2.8,7.1,3.2,8.5,2.4,4.1,48.8,4.7,46.5,29.9,23.6
Foster,North Dakota,3,Non core,3300,63,339,64,10.3,10.5,10,2.4,4.6,2.8,4.8,1.2,3.7,46,4.4,49.6,33.5,13.9
Golden Valley,North Dakota,3,Non core,1767,120,275,57,15.6,15.5,15.6,3.2,3.2,2.4,11.8,2.5,8.1,72.6,1.7,25.6,32.2,17.1
Grand Forks,North Dakota,1,Metropolitan,67070,289,6764,575,10.1,10.1,10,1.5,2.7,4.5,5,1.5,3.5,49.3,5.6,45.1,22.2,22
Grant,North Dakota,3,Non core,2323,47,291,45,12.5,11.8,13.3,2.4,6.4,2.5,7,1.9,4.6,46.5,4.7,48.8,24.2,35.5
Griggs,North Dakota,3,Non core,2238,83,285,55,12.7,13.8,11.6,2.1,4.6,2.7,7.5,1.4,4.1,64.3,3.6,32.1,35.9,18.6
Hettinger,North Dakota,3,Non core,2459,63,333,54,13.5,14,13.1,3.1,7.8,2.1,6.9,2.6,4.2,61.5,0,38.5,28.3,6.6
Kidder,North Dakota,3,Non core,2430,9,303,46,12.5,12.4,12.5,1.4,5.3,3,7,2.1,3.3,63.2,0,36.8,19.6,12.5
LaMoure,North Dakota,3,Non core,4044,52,490,56,12.1,13.2,10.9,1.9,5.5,3,6.2,1.8,3.3,54.9,5.7,39.4,33.2,22
Logan,North Dakota,3,Non core,1870,70,290,43,15.5,17.6,13.5,2.2,7,5.2,7.4,1.9,4.4,61,0,39,35.3,28.3
McHenry,North Dakota,2,Micropolitan,5738,45,716,90,12.5,11.9,13.1,1.4,4.2,2.7,7.2,1.8,4.8,34.3,0.3,65.4,24,18.1
McIntosh,North Dakota,3,Non core,2647,75,466,61,17.6,17.9,17.4,2.5,8.4,3.5,8.8,3.5,5.7,45.4,0,54.6,25.9,20.2
McKenzie,North Dakota,3,Non core,9549,42,860,118,9,11.2,6.6,1.5,4.1,2.8,3.2,0.9,2.2,52.5,1.4,46.1,30.1,21.6
McLean,North Dakota,3,Non core,9261,71,931,94,10.1,10.2,9.9,1.7,4.4,2.6,4.8,2,4.9,44.3,0.6,55.2,22.7,12.5
Mercer,North Dakota,3,Non core,8521,58,942,127,11.1,11.8,10.3,2,4.9,3,5.5,1.3,3.7,42.3,11.5,46.2,27.1,18
Morton,North Dakota,1,Metropolitan,28438,148,3009,374,10.6,11.7,9.4,1.6,4.7,4.1,4.9,1.5,4.2,46.1,6.9,47,25.8,21.9
Mountrail,North Dakota,3,Non core,9155,32,740,95,8.1,9.8,6,1.2,2.6,2.5,5.4,0.9,3.1,44.9,9,46.1,15.9,25.5
Nelson,North Dakota,3,Non core,2966,32,369,50,12.4,12,12.9,1.3,4.9,2.9,7.1,1.8,3.7,54.7,1.9,43.4,23.7,14.6
Oliver,North Dakota,1,Metropolitan,1819,86,207,39,11.4,14.6,7.9,2,4.7,1.9,5.7,1.2,2.4,51.4,0,48.6,29.6,12.9
Pembina,North Dakota,3,Non core,7042,86,947,113,13.4,14.9,11.9,2.9,5.6,3.7,6.7,1.7,3.7,52,6.5,41.5,31.4,11.8
Pierce,North Dakota,3,Non core,4204,91,447,98,10.6,10.4,10.8,2,4.4,4,5.8,2.9,5.9,31.1,0,68.9,24.9,33.1
Ramsey,North Dakota,3,Non core,11065,126,1545,232,14,13.5,14.4,1.7,4.6,4.9,8.5,1.6,6.2,40.4,0,59.6,34.8,21.4
Ransom,North Dakota,3,Non core,5301,59,763,110,14.4,15.1,13.7,1.4,5,5.4,7.8,2.7,5.6,40.8,1.4,57.8,42.4,15.3
Renville,North Dakota,2,Micropolitan,2481,60,232,53,9.4,9.8,8.9,1,4.4,2,4.5,1.9,4,61.7,0,38.3,19,16.8
Richland,North Dakota,2,Micropolitan,16147,87,1541,144,9.5,9.2,9.9,1.5,3.5,3.3,5,1.5,3.9,55,2.6,42.5,24.7,21.1
Rolette,North Dakota,3,Non core,14374,48,2027,263,14.1,14.5,13.7,2,3,6.3,9.6,3.3,9.2,16.6,2.5,80.9,38.4,41.5
Sargent,North Dakota,3,Non core,3837,49,441,57,11.5,13,9.8,1.4,4.7,2.8,5.7,1.6,2.4,54.4,0.5,45.1,23.3,5
Sheridan,North Dakota,3,Non core,1337,86,195,32,14.6,14.5,14.6,2.8,7.2,2.4,8.3,1.6,5.3,53.3,0,46.7,28.6,21
Sioux,North Dakota,1,Metropolitan,4333,18,436,58,10.1,10.1,10,1.1,3.5,2.9,6.2,1.7,5.8,23.6,8.5,68,17.5,29.6
Slope,North Dakota,3,Non core,673,75,91,27,13.5,14.1,12.8,0.9,4.6,3.2,8.4,2.1,3.3,81.1,0,18.9,19,7.7
Stark,North Dakota,2,Micropolitan,28174,139,2700,280,9.6,9.5,9.7,1.4,3.4,2.9,5.3,1.9,3.8,54,4.9,41,21.8,16.8
Steele,North Dakota,3,Non core,1979,9,274,49,13.8,15.8,11.7,2.6,7.4,4.7,5.6,2.1,2.8,66,0,34,33.3,12.8
Stutsman,North Dakota,2,Micropolitan,20163,161,2856,341,14.2,14.9,13.4,2,5.4,4.6,6.6,1.7,5.2,60.5,3.2,36.3,35.1,21
Towner,North Dakota,3,Non core,2259,44,211,44,9.3,8.8,9.9,1.2,3.3,2.9,4.5,2,2.8,47,9.1,43.9,26.3,16.1
Traill,North Dakota,3,Non core,7897,69,789,93,10,10.4,9.6,1.4,3.8,3.3,4.8,1.7,3.2,59.2,0,40.8,24.6,12.5
Walsh,North Dakota,3,Non core,10827,94,1862,179,17.2,16.9,17.5,2.3,4.9,7.1,9.5,3.3,7.5,48.1,7.3,44.6,32.6,20.7
Ward,North Dakota,2,Micropolitan,63839,422,6446,465,10.1,10.5,9.7,1.3,3.2,4,4.7,1.3,3.6,52.1,2.4,45.5,19.1,13.9
Wells,North Dakota,3,Non core,4119,79,602,69,14.6,16.2,12.9,2.9,6.8,4.7,6.5,3.1,5.9,53.8,1.9,44.2,39.5,14.6
Williams,North Dakota,2,Micropolitan,29262,132,2145,314,7.3,7.6,7,1.4,2.5,2.6,3.9,1.5,3,52.1,4.4,43.5,19.8,12.7
Adams,Ohio,3,Non core,27966,89,5692,454,20.4,22.5,18.3,3.9,7.2,9.4,11.2,4.6,9.9,20,5.9,74.2,40.6,36.9
Allen,Ohio,1,Metropolitan,102608,288,14949,788,14.6,14.4,14.7,3,4.3,6.1,7.4,2.2,5.8,36.3,9.7,54,25.5,26.4
Ashland,Ohio,2,Micropolitan,52672,164,7289,589,13.8,14.1,13.6,2.5,4.5,5.2,7,2.6,5.1,35.4,12.2,52.4,29.7,22.6
Ashtabula,Ohio,2,Micropolitan,96631,289,15104,687,15.6,15.9,15.4,3.2,5.2,5.9,8.8,3.2,7.2,30.9,4.4,64.7,30.4,25.1
Athens,Ohio,2,Micropolitan,64283,157,9822,612,15.3,16.2,14.4,3.1,4.1,7.3,7.6,2.5,5.4,28.4,4.6,67,35.9,39.8
Auglaize,Ohio,2,Micropolitan,45362,139,5464,401,12,13,11.1,1.9,4.4,4,6.5,2.1,4.7,45.2,4.3,50.5,27.4,17
Belmont,Ohio,1,Metropolitan,65769,294,10939,581,16.6,17.7,15.6,3.3,4.9,6.2,9.4,3.3,6.3,34.9,4.5,60.6,35.5,22.3
Brown,Ohio,1,Metropolitan,43699,182,7135,541,16.3,18.1,14.6,3.7,5.2,6.3,9.3,3.7,7.1,29,7.4,63.5,31.2,21
Butler,Ohio,1,Metropolitan,369325,367,42817,1487,11.6,11.3,11.9,1.8,2.9,4.8,6.1,2.4,5.6,34.7,7.8,57.6,25.5,22.5
Carroll,Ohio,1,Metropolitan,28078,90,3797,333,13.5,14.3,12.8,2.1,4.4,4.6,7,2.3,5.5,41.2,4.1,54.7,30.7,19.9
Champaign,Ohio,2,Micropolitan,38910,162,5880,456,15.1,15.1,15.1,2.4,4.1,6.2,8.5,2.9,6.6,36.5,5.9,57.7,25.8,17.6
Clark,Ohio,1,Metropolitan,135060,344,22154,816,16.4,16.3,16.5,2.7,4.4,6.9,9.9,3.3,7.6,32.4,7.9,59.7,27.5,24.5
Clermont,Ohio,1,Metropolitan,199032,269,25140,1116,12.6,12.7,12.6,2.2,3.8,5.4,7.1,3.3,6.6,33.9,5.3,60.7,24.8,19.3
Clinton,Ohio,2,Micropolitan,41579,124,5834,436,14,14.9,13.2,2.3,4.1,5.7,7.3,2.4,6.2,32.6,8,59.4,28.4,22.5
Columbiana,Ohio,2,Micropolitan,102521,422,16581,859,16.2,15.7,16.6,3.1,4.8,6.9,9.1,3,6.9,29.8,7,63.2,30.2,22.5
Coshocton,Ohio,2,Micropolitan,36342,144,5213,417,14.3,14.2,14.5,1.8,3.8,4.4,8.9,2.7,6.5,26.5,3.7,69.8,29.6,21.9
Crawford,Ohio,2,Micropolitan,42194,188,6755,504,16,15.9,16.1,2.1,4.4,6.1,9.5,3.4,7.5,28,6.6,65.5,32.3,23.2
Cuyahoga,Ohio,1,Metropolitan,1247668,790,181418,2639,14.5,14,15.1,2.6,3.4,6.3,8.2,3.2,7.2,32.3,9.1,58.6,28.7,28.4
Darke,Ohio,2,Micropolitan,51745,168,7265,492,14,13.5,14.6,1.9,4.2,5.3,7.3,1.9,6.2,37.5,8,54.6,30.9,19.2
Defiance,Ohio,2,Micropolitan,38359,110,4944,400,12.9,12.7,13.1,2.3,4.2,4.6,6.7,2.2,4.7,31.7,5.9,62.4,25.3,17.5
Delaware,Ohio,1,Metropolitan,184495,227,13670,751,7.4,7.3,7.5,1.1,2.4,3.1,3.8,1.5,3.5,44.9,4.6,50.5,21.1,13.2
Erie,Ohio,2,Micropolitan,75209,242,10775,683,14.3,14.5,14.2,2.3,4,4.9,8.6,2.9,6,33.7,8.5,57.7,25.9,16.7
Fairfield,Ohio,1,Metropolitan,146490,329,19576,844,13.4,12.9,13.8,2.3,3.5,5.6,7.3,2.9,6.6,32.2,8.2,59.6,25.6,19.7
Fayette,Ohio,2,Micropolitan,28270,112,4628,413,16.4,17.2,15.6,3.6,4.5,6.9,9.3,3.8,7.2,23.2,6.7,70,26.8,31.3
Franklin,Ohio,1,Metropolitan,1207823,649,139484,2303,11.5,11.1,12,1.9,2.9,5.4,6.3,2.5,5.4,37.3,6.6,56.1,26,25.9
Fulton,Ohio,1,Metropolitan,42103,160,5416,469,12.9,13.9,11.8,1.9,4.3,4.3,7.3,2.6,5.5,40.9,6.5,52.5,33.4,16.9
Gallia,Ohio,2,Micropolitan,30146,225,5998,509,19.9,21.7,18.2,4.1,5.9,8.2,12.3,4.2,8.6,22,4.1,73.9,41.8,30.3
Geauga,Ohio,1,Metropolitan,93257,185,9157,611,9.8,10.3,9.4,1.3,3.1,3.8,4.6,1.7,4.7,45.5,3.7,50.9,27.7,12.4
Greene,Ohio,1,Metropolitan,160236,370,19583,992,12.2,12.1,12.3,1.7,3.5,4.6,6.8,2.6,5.4,38,8.7,53.3,22.4,19.6
Guernsey,Ohio,2,Micropolitan,39143,179,7193,447,18.4,17.7,19,2.9,5.1,7.7,10.4,4,7.7,27.2,7,65.8,36.1,26.1
Hamilton,Ohio,1,Metropolitan,796192,568,99789,1652,12.5,11.8,13.2,2.2,2.9,5.3,6.9,2.6,5.8,34.2,9.1,56.6,26.1,27.8
Hancock,Ohio,2,Micropolitan,74608,168,8561,566,11.5,11.4,11.5,1.9,3.1,4.1,6.3,2.2,5.2,37.1,7.7,55.2,23.5,19.8
Hardin,Ohio,3,Non core,31532,131,4408,436,14,14.4,13.6,2.2,3,5.9,7.7,2.5,5.5,23.1,10.7,66.3,26.7,25.3
Harrison,Ohio,3,Non core,15381,49,2492,203,16.2,14.8,17.5,2.8,5.2,6,9.9,3.5,6.8,30,1.8,68.2,30.3,21.3
Henry,Ohio,3,Non core,27653,107,3845,360,13.9,14.3,13.5,2.2,4.8,6,6.9,2.7,5.6,38.9,7.4,53.7,28,22.1
Highland,Ohio,3,Non core,42754,147,7936,532,18.6,17.2,19.9,3.2,6.3,7.5,10.8,3.9,9.7,25.5,7.5,66.9,31,26
Hocking,Ohio,1,Metropolitan,28231,155,4807,362,17,16.2,17.9,3.4,4.9,6.6,10,3.4,7.2,28.5,7.8,63.8,25.8,28.7
Holmes,Ohio,3,Non core,42660,223,3585,350,8.4,8.1,8.7,1.4,2.6,3,4.9,1.7,4.3,52.8,3.7,43.5,29.5,22.1
Huron,Ohio,2,Micropolitan,58421,169,7866,474,13.5,13.2,13.7,2,3.8,5.1,7.8,2.7,6.3,32.8,4.3,62.9,31,19.9
Jackson,Ohio,2,Micropolitan,32525,69,6612,552,20.3,19.5,21.1,4,5.8,7.7,12,4.3,10,28.5,6.3,65.2,42.4,32.1
Jefferson,Ohio,1,Metropolitan,67317,185,11898,650,17.7,17.1,18.2,2.8,5,6.7,10.5,3.3,7.8,25.2,5.5,69.3,28.6,27
Knox,Ohio,2,Micropolitan,60426,164,8421,523,13.9,13.4,14.4,2.4,4.2,6,6.7,2.7,6.3,41.4,6.1,52.5,25.8,24.1
Lake,Ohio,1,Metropolitan,227379,284,26355,1010,11.6,11.9,11.3,1.8,3.6,4.2,6.2,2.4,5.4,39.6,5.4,55.1,26.3,16.2
Lawrence,Ohio,1,Metropolitan,61243,119,13103,712,21.4,21.4,21.4,4.1,5.1,9.1,13.5,4.2,10.7,21.8,4.5,73.6,38.4,32.1
Licking,Ohio,1,Metropolitan,167366,224,22945,960,13.7,13.9,13.6,2.2,3.8,5.8,7.1,2.4,5.8,38.4,6.8,54.8,27.5,20.7
Logan,Ohio,2,Micropolitan,45170,119,6557,507,14.5,13.3,15.7,1.9,4.2,5.5,8.3,2.3,5.7,37.2,7.8,55,26.1,19.3
Lorain,Ohio,1,Metropolitan,296570,530,43876,1400,14.8,14.5,15.1,2.6,4.1,5.8,7.9,2.8,6.2,39,8.1,53,27.4,22.2
Lucas,Ohio,1,Metropolitan,430966,485,65580,1606,15.2,15.3,15.2,2.5,3.9,7,8.4,2.9,6.9,30,8.8,61.2,28.8,30.6
Madison,Ohio,1,Metropolitan,38523,258,5304,420,13.8,13.5,14,2.1,4.2,5.2,7.7,3.2,6.5,34.1,4.4,61.4,29.2,18.2
Mahoning,Ohio,1,Metropolitan,229043,526,35772,996,15.6,15.3,15.9,2.6,4.1,6.4,8.9,3.5,7.5,30.5,7.7,61.8,29.8,25.4
Marion,Ohio,2,Micropolitan,59800,537,11381,695,19,18.8,19.3,2.9,5.8,8.1,11,3.3,7.8,28.9,6.4,64.6,33.6,29.2
Medina,Ohio,1,Metropolitan,173724,267,17283,697,9.9,9.5,10.4,1.4,3.1,3.6,5.2,1.9,4.9,44.2,5.2,50.6,23.3,13
Meigs,Ohio,3,Non core,23265,81,4811,360,20.7,22.4,19,3.5,6.3,8.8,11.4,3,8.1,27.5,4.5,68,41.8,29.1
Mercer,Ohio,2,Micropolitan,40492,156,4427,384,10.9,10.5,11.4,1.9,3.8,3.6,6.1,2.4,5.1,46.4,8,45.6,23,14.8
Miami,Ohio,1,Metropolitan,102709,249,13459,784,13.1,13,13.2,2.2,3.9,5.1,7.1,2.4,5.7,32.9,5.9,61.2,28.8,19.8
Monroe,Ohio,3,Non core,14401,100,2698,255,18.7,20.7,16.8,3.6,6.7,7.2,9.3,2.9,7.1,38.8,1.2,59.9,38.9,24.6
Montgomery,Ohio,1,Metropolitan,525410,673,80706,1817,15.4,14.9,15.8,2.6,4,6.6,8.8,3.3,7.2,31.6,7.1,61.3,27,25.4
Morgan,Ohio,3,Non core,14725,100,2820,308,19.2,19.2,19.1,4.3,5.6,7,11.6,3.8,8,30.2,3.8,66,23.7,29.1
Morrow,Ohio,1,Metropolitan,34697,113,4721,416,13.6,13.4,13.9,1.8,4,4.3,8.1,2.1,4.6,31.4,2.1,66.6,32.3,21.2
Muskingum,Ohio,2,Micropolitan,85156,209,13702,746,16.1,16.7,15.6,2.5,4.6,6.6,9.3,3.1,6.5,28.3,4.1,67.6,31.2,26.7
Noble,Ohio,3,Non core,11978,213,2016,289,16.8,15.8,17.9,4.2,5.9,5.1,9.1,3.5,8.5,31.6,1.3,67.2,22.6,17.5
Ottawa,Ohio,2,Micropolitan,40733,156,6383,442,15.7,16.3,15.1,1.7,5.3,5.6,8.8,3.4,6.5,35.5,7.3,57.2,30.8,15.7
